title de-DE;title en-EN;title es-ES;title fr-FR;title it-IT;title pl-PL;title pt-BR;title ru-RU;title zh-Hans;title zh-Hant;text de-DE;text en-EN;text es-ES;text fr-FR;text it-IT;text pl-PL;text pt-BR;text ru-RU;text zh-Hans;text zh-Hant;id;set;type;attack;rarity;defense;faction;kredits;blitz;mobilize;smokescreen;fury;pincer;alpine;guard;ambush;intel3;heavyArmor1;intel2;heavyArmor2;image de-DE;image en-EN;image es-ES;image fr-FR;image it-IT;image pl-PL;image pt-BR;image ru-RU;image zh-Hans;image zh-Hant
TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;TEMPEST Mk V;暴风 Mk V;暴風 Mk V;Hat +4 Angriff während gegnerischer Züge.;Has +4 attack on enemy turns.;Tiene +4 de ataque en los turnos del enemigo.;Gagne +4 d’attaque pendant le tour de l’ennemi.;Ha +4 attacco durante i turni nemici.;Otrzymuje +4 do ataku podczas tur przeciwnika.;Tem +4 de ataque nos turnos do inimigo.;Получает +4 к атаке во время вражеских ходов.;在对手的回合中，+4 攻击力。;在對手的回合中，+4 攻擊力。;tempest_mk_v;Allegiance;fighter;3;Limited;7;Britain;7;;;;;;;;1;;;;;https://www.kards.com//images/card/v15/de-DE/tempest_mk_v.png;https://www.kards.com//images/card/v15/en-EN/tempest_mk_v.png;https://www.kards.com//images/card/v15/es-ES/tempest_mk_v.png;https://www.kards.com//images/card/v15/fr-FR/tempest_mk_v.png;https://www.kards.com//images/card/v15/it-IT/tempest_mk_v.png;https://www.kards.com//images/card/v15/pl-PL/tempest_mk_v.png;https://www.kards.com//images/card/v15/pt-BR/tempest_mk_v.png;https://www.kards.com//images/card/v15/ru-RU/tempest_mk_v.png;https://www.kards.com//images/card/v15/zh-Hans/tempest_mk_v.png;https://www.kards.com//images/card/v15/zh-Hant/tempest_mk_v.png
USAAF SPITFIRE IX;USAAF SPITFIRE IX;USAAF SPITFIRE IX;USAAF SPITFIRE IX;USAAF SPITFIRE IX;SPITFIRE IX;SPITFIRE IX DA USAAF;USAAF SPITFIRE IX;USAAF 喷火 IX;USAAF 噴火 IX;Einsatz: Ziehe eine zufällige Lufteinheit aus deinem Deck.;Deployment: Draw a random air unit from your deck.;Despliegue: Roba una unidad aérea al azar de tu mazo.;Déploiement : Piochez une unité aérienne au hasard de votre deck.;Schieramento: pesca un'unità aerea casuale dal tuo mazzo.;Rozmieszczenie: dobierz ze swojej talii losową jednostkę powietrzną.;Posicionamento: Compre uma unidade aérea aleatória do seu baralho.;Размещение: возьмите из колоды случайный воздушный отряд.;部署：从你的卡组中随机抽一张空军牌。;部署：從你的卡組中隨機抽一張空軍牌。;usaaf_spitfire_ix;Breakthrough;fighter;5;Special;5;USA;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/en-EN/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/es-ES/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/fr-FR/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/it-IT/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/pl-PL/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/pt-BR/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/ru-RU/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/zh-Hans/usaaf_spitfire_ix.png;https://www.kards.com//images/card/v15/zh-Hant/usaaf_spitfire_ix.png
25. INFANTERIEREGIMENT;25th INFANTRY REGIMENT;25.º REGIMIENTO DE INFANTERÍA;25e RÉGIMENT D’INFANTERIE;25° REG. FANTERIA;25 PUŁK PIECHOTY;25º REGIMENTO DE INFANTARIA;25-й ПЕХОТНЫЙ ПОЛК;步兵第 25 团;步兵第 25 團;Fügt derselben Front am Ende deines Zugs eine LEICHTE INFANTERIE hinzu.;At the end of your turn, add a LIGHT INFANTRY to the same front.;Al final de tu turno, añade una INFANTERÍA LIGERA al mismo frente.;À la fin de votre tour, ajoutez une unité d’INFANTERIE LÉGÈRE au même front.;Alla fine del tuo turno, aggiungi un'unità 1/1 FANTERIA LEGGERA sulla stessa linea.;Pod koniec swojej tury dodaj LEKKĄ PIECHOTĘ do tego samego frontu.;No final do seu turno, adicione uma INFANTARIA LEVE na mesma frente.;В конце хода на тот же фронт добавляется отряд ЛЁГКОЙ ПЕХОТЫ.;在你的回合结束时，将一张“轻步兵”增加至同一阵线。;在你的回合結束時，將一張“輕步兵”增加至同一陣線。;25th_infantry_regiment;Breakthrough;infantry;6;Standard;7;Soviet;8;;;;;;;1;;;;;;https://www.kards.com//images/card/v15/de-DE/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/en-EN/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/es-ES/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/fr-FR/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/it-IT/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/pl-PL/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/pt-BR/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/ru-RU/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/25th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/25th_infantry_regiment.png
272. GARDEREGIMENT;272nd GUARDS;272.º REGIMIENTO DE GUARDIAS;272e RÉGIMENT DE LA GARDE;272° GUARDIE;272 PUŁK GWARDII;272º GUARDAS;272-й ГВАРДЕЙСКИЙ ПОЛК;近卫步兵第 272 团;近衛步兵第 272 團;Zerstörung: Füge deine Nachschublinie einen IOSEF STALIN II hinzu.;Destruction: Add a IOSEF STALIN II to your support line.;Destrucción: Añade un IÓSIF STALIN II a tu línea de apoyo.;Destruction : ajoutez un IOSEF STALIN II à votre ligne de soutien.;Distruzione: aggiungi uno IOSIF STALIN II alla tua linea di supporto.;Zniszczenie: dodaj kartę IOSIF STALIN II do swojej linii wsparcia.;Destruição: Adicione um IOSEF STALIN II à sua linha de suporte.;Уничтожение: Добавляет на линию поддержки ИС-2.;亡计：将一张“IS-2”增加至支援阵线。;亡計：將一張“IS-2”增加至支援陣線。;272nd_guards;Legions;infantry;6;Elite;6;Soviet;8;;;;;;;1;;;;;;https://www.kards.com//images/card/v15/de-DE/272nd_guards.png;https://www.kards.com//images/card/v15/en-EN/272nd_guards.png;https://www.kards.com//images/card/v15/es-ES/272nd_guards.png;https://www.kards.com//images/card/v15/fr-FR/272nd_guards.png;https://www.kards.com//images/card/v15/it-IT/272nd_guards.png;https://www.kards.com//images/card/v15/pl-PL/272nd_guards.png;https://www.kards.com//images/card/v15/pt-BR/272nd_guards.png;https://www.kards.com//images/card/v15/ru-RU/272nd_guards.png;https://www.kards.com//images/card/v15/zh-Hans/272nd_guards.png;https://www.kards.com//images/card/v15/zh-Hant/272nd_guards.png
47. INFANTERIEREGIMENT;47th INFANTRY REGIMENT;47.º REGIMIENTO DE INFANTERÍA;47e RÉGIMENT D’INFANTERIE;47° REG. FANTERIA;47 PUŁK PIECHOTY;47º REGIMENTO DE INFANTARIA;47-й ПЕХОТНЫЙ ПОЛК;第 47 步兵团;第 47 步兵團;Erhält +4+4, wenn du einen zusätzlichen Kredit-Slot erhältst.;Gets +4+4 when you gain an extra kredit slot.;Consigues +4+4 al obtener un espacio extra para kréditos.;Gagne +4+4 lorsque vous gagnez un emplacement de Krédit supplémentaire.;Quando ricevi uno slot krediti extra, ottiene +4+4.;Otrzymuje +4+4, gdy zdobędziesz dodatkowe okno kredytu.;Recebe +4+4 quando você ganha um espaço de crédito adicional.;Получает +4+4 когда вы получаете дополнительную кредитную ячейку.;你获得额外指挥点槽时，获得 +4+4。;你獲得額外指揮點槽時，獲得 +4+4。;47th_infantry_regiment;Breakthrough;infantry;4;Limited;4;USA;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/en-EN/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/es-ES/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/fr-FR/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/it-IT/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/pl-PL/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/pt-BR/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/ru-RU/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/47th_infantry_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/47th_infantry_regiment.png
KRAFT SAMMELN;GATHERING STORM;LA TEMPESTAD AMENAZA;TEMPÊTE À L'HORIZON;TEMPESTA IN ARRIVO;NADCIĄGAJĄCA BURZA;TEMPESTADE AMEAÇA;НАДВИГАЮЩАЯСЯ БУРЯ;风暴前夕;風暴前夕;Ziehe eine zufällige Infanterie, Panzer, Artillerie und Jäger aus deinem Deck.;Draw a random infantry, tank, artillery and fighter from your deck.;Roba una infantería, un tanque, una artillería y un caza al azar de tu mazo.;Piochez une infanterie, un char, une artillerie et un chasseur au hasard dans votre deck.;Pesca una fanteria, un carro armato, un'artiglieria e un caccia casuali dal tuo mazzo.;Dobierz losową piechotę, czołg, artylerię i myśliwiec ze swojej talii.;Compre uma infantaria, tanque, artilharia e caça aleatórios do seu baralho.;Возьмите из своей колоды случайную пехоту, танк, артиллерию и истребитель.;从你的卡组随机各抽一张步兵，坦克，炮兵和战斗机。;從你的卡組隨機各抽一張步兵，坦克，炮兵和戰鬥機。;gathering_storm;Legions;order;;Limited;;Germany;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/gathering_storm.png;https://www.kards.com//images/card/v15/en-EN/gathering_storm.png;https://www.kards.com//images/card/v15/es-ES/gathering_storm.png;https://www.kards.com//images/card/v15/fr-FR/gathering_storm.png;https://www.kards.com//images/card/v15/it-IT/gathering_storm.png;https://www.kards.com//images/card/v15/pl-PL/gathering_storm.png;https://www.kards.com//images/card/v15/pt-BR/gathering_storm.png;https://www.kards.com//images/card/v15/ru-RU/gathering_storm.png;https://www.kards.com//images/card/v15/zh-Hans/gathering_storm.png;https://www.kards.com//images/card/v15/zh-Hant/gathering_storm.png
BOMBENOFFENSIVE;HIGH ALTITUDE BOMBING;BOMBARDEO A GRAN ALTURA;BOMBARDEMENT À HAUTE ALTITUDE;BOMBARDAMENTO AD ALTA QUOTA;BOMBARDOWANIE Z DUŻEJ WYSOKOŚCI;BOMBARDEIO EM ALTA ALTITUDE;ВЫСОТНАЯ БОМБАРДИРОВКА;高空轰炸;高空轟炸;Zerstört zwei zufällige feindliche Einheiten.;Destroy two random enemy units.;Destruye dos unidades enemigas al azar.;Détruit deux unités ennemies au hasard.;Distruggi due unità nemiche casuali.;Zniszcz dwie losowe jednostki wroga.;Destrua duas unidades inimigas aleatórias.;Уничтожьте два случайных вражеских отряда.;随机消灭两个敌方单位。;隨機消滅兩個敵方單位。;high_altitude_bombing;TheatersOfWar;order;;Elite;;USA;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/high_altitude_bombing.png;https://www.kards.com//images/card/v15/en-EN/high_altitude_bombing.png;https://www.kards.com//images/card/v15/es-ES/high_altitude_bombing.png;https://www.kards.com//images/card/v15/fr-FR/high_altitude_bombing.png;https://www.kards.com//images/card/v15/it-IT/high_altitude_bombing.png;https://www.kards.com//images/card/v15/pl-PL/high_altitude_bombing.png;https://www.kards.com//images/card/v15/pt-BR/high_altitude_bombing.png;https://www.kards.com//images/card/v15/ru-RU/high_altitude_bombing.png;https://www.kards.com//images/card/v15/zh-Hans/high_altitude_bombing.png;https://www.kards.com//images/card/v15/zh-Hant/high_altitude_bombing.png
REICHSVERTEIDIGUNG;HOME DEFENSE;DEFENSA DEL HOGAR;DÉFENSE LOCALE;DIFESA DELLA PATRIA;OBRONA KRAJU;DEFESA RESIDENCIAL;НАЦИОНАЛЬНАЯ ОБОРОНА;本土决战;本土決戰;Kostet 4, wenn dein HQ 10 oder weniger hat. Füge TYPE 3 CHI-NU und AICHI D3A-2 der Nachschublinie hinzu.;Costs 4 if your HQ is at 10 or less. Add TYPE 3 CHI-NU and AICHI D3A-2 to the support line.;Cuesta 4 si tu cuartel general está en 10 o menos. Agrega TIPO 3 Chi-Nu y AICHI D3A-2 a la línea de apoyo.;Coûte 4 si votre QG est à 10 ou moins. Ajoutez TYPE 3 CHI-NU et AICHI D3A-2 à la ligne de soutien.;Costa 4 se il tuo QG ha 10 o meno punti difesa. Aggiungi un'unità TYPE 3 CHI-NU e AICHI D3A-2 alla linea di supporto.;Kosztuje 4 kredyty, jeśli obrona twojego sztabu wynosi maksymalnie 10. Dodaj do linii wsparcia TYP 3 CHI-NU i AICHI D3A-2.;Custa 4 se o seu HQ for 10 ou menos. Adicione TYPE 3 CHI-NU e AICHI D3A-2 à linha de suporte.;Стоит 4 кредита, если защита вашего штаба 10 или меньше. Добавляет ТИП 3 CHI-NU и AICHI D3A-2 на линию поддержки.;你的总部防御力为 10 点或以下时，费用改为 4 点。增加\"三式中战车\"和\"D3A2 九九舰爆\"至支援阵线。;你的總部防禦力為 10 點或以下時，費用改為 4 點。增加\"三式中戰車\"和\"D3A2 九九艦爆\"至支援陣線。;home_defense;Base;order;;Elite;;Japan;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/home_defense.png;https://www.kards.com//images/card/v15/en-EN/home_defense.png;https://www.kards.com//images/card/v15/es-ES/home_defense.png;https://www.kards.com//images/card/v15/fr-FR/home_defense.png;https://www.kards.com//images/card/v15/it-IT/home_defense.png;https://www.kards.com//images/card/v15/pl-PL/home_defense.png;https://www.kards.com//images/card/v15/pt-BR/home_defense.png;https://www.kards.com//images/card/v15/ru-RU/home_defense.png;https://www.kards.com//images/card/v15/zh-Hans/home_defense.png;https://www.kards.com//images/card/v15/zh-Hant/home_defense.png
LA DECIMA;LA DECIMA;LA DECIMA;LA DECIMA;DECIMA MAS;LA DECIMA;LA DECIMA;LA DECIMA;第 10 快艇支队;第 10 快艇支隊;Einsatz: Zerstöre Zieleinheit in der feindlichen Versorgungslinie.;Deployment: Destroy target unit in the enemy support line.;Despliegue: Destruye la unidad objetivo en la línea de apoyo enemiga.;Déploiement : Détruit l'unité ciblée dans la ligne de soutien ennemie.;Schieramento: distruggi un'unità nella linea di supporto nemica.;Rozmieszczenie: zniszcz wybraną jednostkę przeciwnika znajdującą się na linii wsparcia.;Posicionamento: Destrua a unidade alvo na linha de apoio inimiga.;Размещение: Уничтожает выбранный отряд на линии поддержки противника.;部署：消灭一个在支援阵线的敌方单位。;部署：消滅一個在支援陣線的敵方單位。;la_decima;Breakthrough;infantry;2;Special;4;Italy;8;;;;;;;1;1;;;;;https://www.kards.com//images/card/v15/de-DE/la_decima.png;https://www.kards.com//images/card/v15/en-EN/la_decima.png;https://www.kards.com//images/card/v15/es-ES/la_decima.png;https://www.kards.com//images/card/v15/fr-FR/la_decima.png;https://www.kards.com//images/card/v15/it-IT/la_decima.png;https://www.kards.com//images/card/v15/pl-PL/la_decima.png;https://www.kards.com//images/card/v15/pt-BR/la_decima.png;https://www.kards.com//images/card/v15/ru-RU/la_decima.png;https://www.kards.com//images/card/v15/zh-Hans/la_decima.png;https://www.kards.com//images/card/v15/zh-Hant/la_decima.png
RULE BRITANNIA;RULE BRITANNIA;RULE BRITANNIA;RULE BRITANNIA;RULE BRITANNIA;WŁADAJ BRYTANIO!;RULE BRITANNIA;ПРАВЬ, БРИТАНИЯ;统治吧！不列颠尼亚！;統治吧！不列顛尼亞！;Gibt deinen britischen Einheiten +2 Verteidigung, dann wird ihr Angriff gleich ihrer Verteidigung.;Give your British units +2 defense, then their attack becomes equal to their defense.;Otorga +2 de defensa a tus unidades británicas. Después, su ataque se iguala a su defensa.;Confère +2 de défense à vos unités britanniques. Leur attaque devient ensuite égale à leur défense.;Dai +2 difesa alle tue unità britanniche, poi il loro attacco diventa pari alla loro difesa.;Zapewnij swoim brytyjskim jednostkom +2 do obrony. Następnie ich atak zrówna się z ich obroną.;Dê +2 de defesa às suas unidades britânicas, e o ataque delas será igual à defesa.;Ваши британские отряды получают +2 к защите, а затем их атака становится равна защите.;你的所有英军单位获得 +2 防御力，然后使其攻击力等同于其防御力。;你的所有英軍單位獲得 +2 防禦力，然後使其攻擊力等同於其防禦力。;rule_britannia;TheatersOfWar;order;;Elite;;Britain;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/rule_britannia.png;https://www.kards.com//images/card/v15/en-EN/rule_britannia.png;https://www.kards.com//images/card/v15/es-ES/rule_britannia.png;https://www.kards.com//images/card/v15/fr-FR/rule_britannia.png;https://www.kards.com//images/card/v15/it-IT/rule_britannia.png;https://www.kards.com//images/card/v15/pl-PL/rule_britannia.png;https://www.kards.com//images/card/v15/pt-BR/rule_britannia.png;https://www.kards.com//images/card/v15/ru-RU/rule_britannia.png;https://www.kards.com//images/card/v15/zh-Hans/rule_britannia.png;https://www.kards.com//images/card/v15/zh-Hant/rule_britannia.png
GEHEIMANGRIFF;SNEAK ATTACK;ATAQUE FURTIVO;ATTAQUE FURTIVE;ATTACCO A SORPRESA;ATAK ZNIENACKA;ATAQUE FURTIVO;ВНЕЗАПНОЕ НАПАДЕНИЕ;潜行突击;潛行突擊;Zerstöre die Zieleinheit. Entferne Kopien davon von der Hand und dem Deck des Besitzers.;Destroy target unit. Remove copies of it from the owner's hand and deck.;Destruye la unidad objetivo. Descarta las copias de ella de la mano y del mazo de su propietario.;Détruisez l'unité ciblée. Retirez-en les copies de la main et du deck du propriétaire.;Distruggi un'unità. Rimuovine tutte le copie dalla mano e mazzo del nemico.;Zniszcz wybraną jednostkę. Usuń jej kopie z ręki i talii jej właściciela.;Destrua a unidade alvo. Remova cópias da mão e do baralho do dono.;Уничтожьте выбранный отряд. Уберите все его копии из руки и колоды владельца.;消灭一个单位，从其所有者的手中和卡组中移除该单位的复制。;消滅一個單位，從其所有者的手中和卡組中移除該單位的複製。;sneak_attack;Breakthrough;order;;Special;;Japan;8;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/sneak_attack.png;https://www.kards.com//images/card/v15/en-EN/sneak_attack.png;https://www.kards.com//images/card/v15/es-ES/sneak_attack.png;https://www.kards.com//images/card/v15/fr-FR/sneak_attack.png;https://www.kards.com//images/card/v15/it-IT/sneak_attack.png;https://www.kards.com//images/card/v15/pl-PL/sneak_attack.png;https://www.kards.com//images/card/v15/pt-BR/sneak_attack.png;https://www.kards.com//images/card/v15/ru-RU/sneak_attack.png;https://www.kards.com//images/card/v15/zh-Hans/sneak_attack.png;https://www.kards.com//images/card/v15/zh-Hant/sneak_attack.png
